,name,gender,hometown,age,education,income,experience,period,drawdown,debt,risk,attitude
4546,Bess Woolley,2,Hong Kong,3,4,5,1,1,2,3,2,1
4547,Eunice Kell(e)y,2,HK,2,5,4,5,5,5,2,5,4
4548,Jia Na,2,Hong Kong,2,3,1,2,1,1,4,2,1
4549,Baron Young,1,Hong Kong,3,4,5,5,3,4,2,4,5
4550,Zeng Shuren,1,Jiangsu,4,2,4,4,3,2,2,3,3
4551,Tony Tuttle,1,Hong Kong,3,1,3,4,1,1,1,1,1
4552,Hao Yu,1,Hong Kong,2,1,1,1,1,1,3,1,2
4553,Zheng Hua,1,Hong Kong,1,3,1,1,1,1,1,1,1
4554,Rita MacDonald,2,Hong Kong,4,4,4,5,4,5,1,5,4
4555,Parker Brewster,1,Taiwan,5,4,4,4,2,3,3,3,3
4556,Sebastiane Wodehous,2,Hong Kong,3,4,2,2,1,3,2,1,2
4557,Blanche Gibson,2,Hong Kong,3,3,3,5,3,4,5,4,2
4558,Christine Sidney,2,Hong Kong,4,2,4,5,2,2,2,2,2
4559,Levi Stephens,1,hk,5,3,3,5,4,5,2,5,5
4560,Novia Clemens,2,Canton,4,5,3,4,3,3,5,4,2
4561,Sun Xuefeng,2,Hong Kong,3,4,2,2,1,3,2,1,2
4562,Marshall Benedict,1,Jiangsu,5,2,1,1,1,1,5,1,4
4563,Zheng Yaling,2,HK,3,2,2,5,3,3,3,4,2
4564,Christ Palmer,1,Hong Kong,5,5,5,5,5,5,5,5,5
4565,Chen Cui,2,hk,5,3,2,1,1,2,5,2,2
4566,Debby Cronin,2,Hong Kong,5,4,3,5,4,5,2,5,3
4567,Yi Xia,1,Hong Kong,5,5,5,5,5,5,5,5,5
4568,Sandra Edison,2,Hong Kong,3,4,3,3,3,3,5,3,3
4569,Yi Bai,2,Hong Kong,2,4,1,1,2,2,2,2,2
4570,Wan Jian,1,Hong Kong,3,4,5,1,1,1,4,1,1
4571,Gao Luoyang,1,Taiwan,1,1,1,5,3,4,2,4,5
4572,Phoebe Henry,2,HK,5,4,3,5,4,4,3,5,4
4573,Jin Cai,1,Hong Kong,1,3,1,1,1,1,1,1,1
4574,Gladys Taylor,2,Taiwan,5,3,5,5,4,3,3,4,4
4575,Rory Swift,1,Hong Kong,1,2,1,4,3,4,3,4,3
4576,Du Ping,2,Hong Kong,2,2,1,4,4,4,2,4,5
4577,Esther Newton,2,Hong Kong,2,5,4,5,3,3,5,4,4
4578,Laurel Harrington,2,hk,3,2,4,5,3,3,3,2,3
4579,Carr Green,1,hk,2,1,3,4,2,2,2,1,2
4580,Isidore Maxwell,1,Hong Kong,2,4,4,2,2,3,3,3,4
4581,Sebastiane Bowen,2,Hong Kong,3,2,3,2,2,3,3,2,2
4582,Enoch Thackeray,1,Hong Kong,2,4,4,4,3,2,4,2,2
4583,George Keats,1,Hong Kong,2,2,1,4,1,1,1,1,1
4584,Bridget Jerry,2,Hong Kong,5,3,5,5,4,3,3,4,4
4585,Rosemary Macadam,2,Hong Kong,3,2,4,5,3,3,3,2,3
4586,Sean Daniel,1,hk,2,4,4,1,1,1,5,1,2
4587,Edgar Beck,1,Hong Kong,5,4,4,5,4,3,3,4,2
4588,Darlene Edmund,2,Hong Kong,3,4,4,5,4,4,2,4,4
4589,King Hornby,1,Hong Kong,2,5,5,5,3,4,2,4,5
4590,Montague Mansfield,1,HK,2,3,2,1,1,1,4,1,2
4591,Daniel Patrick,1,Hong Kong,3,3,3,5,2,3,3,1,3
4592,Pamela Ferdinand,2,Jiangsu,4,3,4,3,3,4,4,3,3
4593,Tang Lin,2,Jiangsu,1,3,1,1,1,1,1,1,1
4594,Merry Yerkes,2,Hong Kong,3,1,3,4,1,1,1,1,1
4595,Xiao Jin,1,Hong Kong,2,3,2,2,2,2,4,2,2
4596,Tess Coffey,2,Hong Kong,1,2,1,1,2,3,5,3,1
4597,Vic Faraday,1,Hong Kong,2,1,3,4,2,2,2,1,2
4598,Phoenix Wyclif(fe),2,Hong Kong,2,4,3,3,2,3,3,3,1
4599,Cornelius Pound,1,Hong Kong,3,4,5,4,2,3,2,4,2
4600,Antony Kipling,1,Hong Kong,2,3,2,1,2,2,4,2,1
4601,Boyd Hughes,1,Hong Kong,2,1,1,5,5,5,2,5,4
4602,Saxon Cronin,1,hk,3,5,3,2,2,3,2,2,2
4603,Fan Xinyi,2,Sichuan,3,3,3,5,2,3,3,1,3
4604,Kong Yijun,2,Hong Kong,3,4,4,5,3,3,3,2,2
4605,Haley Madge,1,Myanmar,3,4,4,5,3,3,3,2,2
4606,Abdulkerim Bextiyar,1,Beijing,2,4,2,1,1,2,1,1,1
4607,Gabrielle Craigie,2,Hong Kong,2,4,1,1,2,2,2,2,2
4608,Tracy Sassoon,2,Shenzhen,3,5,3,2,2,3,2,2,2
4609,Gemma Stevenson,2,Henan,1,3,1,1,1,2,1,2,2
4610,Benson DeQuincey,1,Hong Kong,3,5,5,1,1,1,5,1,1
4611,Hazel Alick,2,Tianjin,1,3,1,1,1,1,1,1,1
4612,Bishop Silas,1,china,5,3,5,5,4,3,3,4,4
4613,Dorothy McDonald,2,Yunnan,4,4,4,1,1,1,3,1,3
4614,Susan Pulitzer,2,hk,3,4,2,3,2,2,5,3,1
4615,Meroy Chaucer,2,Hong Kong,1,2,1,3,2,3,3,3,2
4616,Ann Russell,2,Hong Kong,4,3,4,3,3,4,4,3,3
4617,Primo Geordie,1,Hong Kong,1,3,1,1,1,1,1,1,1
4618,Chen Cui,2,Hong Kong,1,3,1,1,1,2,1,2,2
4619,Nat Newton,1,Hong Kong,2,2,1,4,1,1,1,1,1
4620,Tang Zexian,2,Yunnan,4,5,5,5,4,4,4,3,3
4621,Eden Henley,2,Chinese mainland,4,5,3,3,2,4,3,2,3
4622,Dorothy Sawyer,2,Hong Kong,3,3,3,1,2,1,5,3,5
4623,Enid Whittier,2,hk,1,2,1,1,1,1,3,1,1
4624,Tyrone Clement,1,Hong Kong,2,5,5,4,3,3,2,3,4
4625,Laura Priestley,2,Hong Kong,3,2,3,2,2,3,3,2,2
4626,Fabian Sally,1,HK,1,2,1,1,1,1,1,1,1
4627,Zhen Fu,2,Beijing,5,5,5,5,5,5,5,5,5
4628,Chester Sassoon,1,Singapore,3,4,3,3,3,3,5,3,3
4629,Iris Matthew,2,Hong Kong,2,2,2,4,1,2,2,1,2
4630,Mary Orlando,2,Hong Kong,3,4,4,5,4,4,2,4,4
4631,Ulysses Mill,1,Hong Kong,4,3,5,5,4,4,4,3,4
4632,Eve,2,Macao,3,2,4,5,3,3,3,2,3
4633,Vanessa Betty,2,Hong Kong,2,3,1,5,3,3,2,4,2
4634,Pamela Ferdinand,2,Hong Kong,4,4,3,5,3,3,3,2,2
4635,Bridget Arnold,2,Hong Kong,2,4,2,1,1,2,1,1,1
4636,Mick Chaplin,1,Hong Kong,3,4,2,3,2,2,5,3,1
4637,Webb Dodd,1,Hong Kong,5,4,4,5,4,5,5,5,3
4638,Gabrielle Herbert,2,Hong Kong,3,3,3,1,2,1,5,3,5
4639,Bess Lee,2,Hong Kong,1,3,1,1,1,1,1,1,1
4640,Dale Brooke,2,Hong Kong,2,4,1,1,2,2,2,2,2
4641,Ada Senior,2,Hong Kong,3,4,4,5,4,4,2,4,4
4642,Sheila Galbraith,2,HK,2,5,5,4,3,3,2,3,4
4643,Walker Jack,1,Hong Kong,3,3,4,1,1,1,4,1,1
4644,Page Burns,2,Hong Kong,4,2,4,4,3,2,2,3,3
4645,Baird Gard(i)ner,1,Foshan,2,4,1,1,1,3,1,3,3
4646,Veronica Judith,2,Hong Kong,4,4,4,4,4,4,4,4,4
4647,Theresa Huntington,2,Hong Kong,2,4,3,4,3,4,2,4,4
4648,Miranda Hudson,2,Hong Kong,5,3,2,5,4,5,2,5,2
4649,Prima Beck,2,Shanghai,2,4,2,1,1,2,1,1,1
4650,Louise Helin(a),2,hk,1,3,1,1,1,2,1,2,2
4651,Qiu Xia,1,Hong Kong,3,4,4,5,4,4,2,4,4
4652,Bblythe,2,Taiwan,2,3,2,2,2,2,4,2,2
4653,Irma Douglas(s),2,HK,3,3,3,1,2,1,5,3,5
4654,Antonia Jeames,2,Hong Kong,4,3,3,5,4,5,2,5,5
4655,Barbara Walpole,2,Hong Kong,2,4,1,1,1,3,1,3,3
4656,Adela Lowell,2,Hong Kong,4,2,4,4,3,2,2,3,3
4657,Esther Carllyle,2,Malaysia,1,3,1,1,1,1,1,1,1
4658,Zhan Hui,2,HK,2,2,2,4,1,2,2,1,2
4659,Oscar Hawthorne,1,Hong Kong,2,3,2,5,3,4,2,4,3
4660,Flori Wegner,1,HK,5,5,5,5,5,5,5,5,5
4661,Marlon Micah,1,Hong Kong,3,3,2,5,2,2,2,1,1
4662,Elsa Sweet,2,Hong Kong,2,3,1,1,1,2,1,1,1
4663,Edwina Susanna,2,hk,2,1,2,1,1,2,2,1,1
4664,Xing Li,2,hk,1,1,1,3,2,3,2,3,4
4665,Zhong Cheng,1,Hong Kong,2,1,2,1,1,2,2,1,1
4666,Thera Field,2,Macao,3,3,2,5,2,2,2,1,1
4667,Marshall Wilmot,1,Hong Kong,3,4,2,3,2,2,5,3,1
4668,Veromca Benson,2,Hong Kong,3,5,5,4,3,4,2,4,4
4669,Warner Anthony,1,HK,1,2,1,1,1,1,3,1,1
4670,Setlla Adams,2,HK,2,4,2,1,1,2,1,1,1
4671,Tess Coffey,2,Hong Kong,3,4,2,2,1,3,2,1,2
4672,Teresa Abraham,2,Mongolia,4,2,4,4,3,2,2,3,3
4673,Quentin Hamlet,1,Hong Kong,3,3,4,4,3,4,5,4,4
4674,Leila Irving,2,hk,2,4,1,1,1,3,1,3,3
4675,Bradley Roosevelt,1,Hong Kong,2,3,3,4,3,3,1,3,3
4676,Fang Gengxin,1,china,4,3,4,3,3,4,4,3,3
4677,Carey Maria,1,Hong Kong,4,2,4,5,2,2,2,2,2
4678,Egbert Hart,1,Hong Kong,3,3,4,2,2,3,3,3,1
4679,Vito,1,Hong Kong,2,4,1,1,2,2,2,2,2
4680,Rudolf Holt,1,Macao,5,5,5,5,5,5,5,5,5
4681,Giles Lloyd,1,Hong Kong,3,3,3,1,2,1,5,3,5
4682,Ingram Christiana,1,Hong Kong,5,5,5,5,5,5,5,5,5
4683,Ma Yan,2,Hong Kong,3,4,5,2,2,3,3,3,1
4684,Zenobia Grey,2,HK,2,1,3,4,2,2,2,1,2
4685,Pamela Ferdinand,2,Shanghai,3,3,3,5,2,3,3,1,3
4686,Eden Henley,2,South Korea,2,4,1,1,2,2,2,2,2
4687,Benedikt Heffelfinger,1,Jiangsu,3,4,4,5,3,3,3,2,2
4688,Sean Daniel,1,Hebei,2,5,5,3,2,2,3,2,1
4689,Fang Xinyi,1,hk,3,4,4,5,4,4,2,4,4
4690,Yu Yating,1,Hong Kong,5,4,4,4,3,4,2,4,4
4691,Kawamoto Seki,2,Shenzhen,3,5,2,2,3,3,3,3,3
4692,Meng Qiang,1,Hong Kong,3,1,3,4,1,1,1,1,1
4693,Tab Leacock,1,HK,3,4,5,5,4,4,5,4,3
4694,Zora Connor,2,Hong Kong,3,3,3,1,2,1,5,3,5
4695,Suzanne Motley,2,Shenzhen,2,2,1,4,3,3,2,4,3
4696,Peng ZhenKang,2,Hong Kong,3,3,3,1,2,1,5,1,2
4697,Theobald Dryden,1,Hong Kong,3,4,5,5,5,5,1,5,5
4698,Xia Jing,2,Shenzhen,3,2,4,5,3,3,3,2,3
4699,Dean Nelly,1,Hong Kong,2,3,2,2,2,2,4,2,2
4700,Rose Defoe,2,Shenzhen,2,4,1,1,2,2,2,2,2
4701,Ding Xinyue,2,Hong Kong,4,2,4,5,2,2,2,2,2
4702,Norma Robin,2,Hainan,4,4,4,2,3,2,5,4,5
4703,Gordon Owen,1,Hong Kong,2,2,1,1,1,1,4,1,3
4704,Penny Josh,2,Shanghai,5,4,3,4,3,4,2,4,2
4705,Frances Mary,2,Hong Kong,2,1,1,5,3,4,2,4,2
4706,Ogden Goldsmith,1,Hong Kong,3,3,2,5,2,2,2,1,1
4707,Godfery Catharine,1,hk,2,3,2,2,2,2,4,2,2
4708,Theresa Huntington,2,hk,5,4,3,3,2,2,5,2,3
4709,Yin Wuying,2,Shandong,2,4,2,1,1,2,1,1,1
4710,Lawrence Child,1,Brunei,5,4,5,5,5,4,4,5,5
4711,Roy Smith,1,Hong Kong,4,2,2,3,2,3,3,3,4
4712,Yedda Katte,2,Hong Kong,2,4,3,1,1,2,5,2,3
4713,Enoch Thackeray,1,Malaysia,2,1,1,3,2,3,3,3,1
4714,Kimberley Fast,2,Wulongmuqi,3,3,3,1,2,1,5,3,5
4715,Zhan Zhi,1,Hong Kong,5,5,5,5,5,5,5,5,5
4716,Poppy Ward,2,Hubei,3,3,2,5,2,2,2,1,1
4717,Hiram Howard,1,HK,2,3,3,4,2,2,2,1,1
4718,Sylvia Bronte,2,Hong Kong,3,5,5,4,3,4,3,4,2
4719,Lee Nathaniei,2,Hong Kong,4,2,4,4,3,2,2,3,3
4720,Howar Yeates,1,hk,3,4,4,5,3,3,3,2,2
4721,Yedda Luke,2,Shenzhen,2,4,1,1,1,3,1,3,3
4722,Marcus Nahum,1,Hong Kong,3,5,3,2,2,3,2,2,2
4723,Chen Hanying,1,Shandong,3,3,4,2,2,3,3,3,1
4724,Roberta Tours,2,Vietnam,3,4,4,5,4,4,2,4,4
4725,Winfred MacArthur,1,Yunnan,3,4,5,5,3,3,3,4,2
4726,Cliff Bright,1,HK,3,2,3,2,2,3,3,2,2
4727,Bruno Dierser,1,Hong Kong,1,2,1,1,1,1,3,1,1
4728,Dawn Noel,2,HK,2,4,1,1,1,3,1,3,3
4729,Nathan Rob,1,Hong Kong,4,4,4,4,4,4,4,4,4
4730,Zhang Ah,1,Hong Kong,2,4,4,1,2,2,3,2,4
4731,Shao Guiying,1,Tianjin,3,3,4,3,2,3,5,3,3
4732,Benson DeQuincey,1,Hong Kong,3,4,4,5,3,3,3,2,2
4733,Bess Lincoln,2,Hong Kong,4,4,4,4,4,4,4,4,4
4734,Rosemary Malan,2,Hong Kong,2,5,4,2,2,3,3,3,1
4735,Montague Mansfield,1,Hong Kong,2,4,1,1,1,3,1,3,3
4736,Natalie Dutt,2,Hong Kong,3,4,2,3,2,2,5,3,1
4737,Clement Kellogg,1,Hong Kong,3,2,3,2,2,3,3,2,2
4738,Jared Senior,1,Shanghai,1,4,4,3,2,2,1,2,3
4739,Alfred Margery,1,Macao,2,4,4,4,2,3,3,3,1
4740,Shao Ah,2,Zhejiang,2,5,4,4,3,3,2,4,4
4741,Ira Watt,1,Hong Kong,3,4,4,5,3,3,3,2,2
4742,April Yonng,2,Hong Kong,3,2,4,5,3,3,3,2,3
4743,Susie Morrison,2,Hong Kong,2,4,2,1,1,2,1,1,1
4744,Lionel Bauer,1,Beijing,3,3,3,5,2,3,3,1,3
4745,Sampson Wagner,1,Hong Kong,3,3,4,1,1,1,4,1,3
4746,Gloria Powell,2,Hong Kong,1,2,1,5,4,4,5,4,4
4747,Zhu Bai,1,Hubei,5,4,4,4,2,3,3,3,1
4748,Ren ZhenKang,2,Hong Kong,2,4,2,1,1,2,1,1,1
4749,Gong Yating,1,hk,3,2,3,2,2,3,3,2,2
4750,Rory Euphemia,1,Shandong,2,3,2,2,2,2,4,2,2
4751,Han Gengxin,1,Taiwan,3,3,4,4,2,3,2,3,2
4752,Bai Hui,1,Hong Kong,2,5,5,1,2,1,4,1,3
4753,Cedric Raman,1,Hong Kong,5,2,1,3,2,3,5,3,3
4754,Wen Guiying,1,Taiwan,3,4,5,3,2,3,3,3,2
4755,Wan Hu,1,Hong Kong,2,2,2,1,1,1,4,2,4
4756,Sherry Eugene,2,Henan,3,3,3,5,2,3,3,1,3
4757,Kelly,2,Hong Kong,2,4,1,1,1,3,1,3,3
4758,Aygul Memet,2,Hong Kong,2,5,5,4,3,3,2,3,4
4759,Geng Zhen,2,Shandong,2,3,2,2,2,2,4,2,2
4760,Bert Smollett,1,Hong Kong,3,3,2,5,2,2,2,1,1
4761,Freda MacPherson,2,Hong Kong,2,3,2,2,2,2,4,2,2
4762,Gail Wyld(e),2,Hong Kong,2,2,1,4,1,1,1,1,1
4763,Lu Shuren,2,Jiangsu,3,2,4,5,3,3,3,2,3
4764,Corey Baldwin,1,HK,4,5,5,5,5,5,3,5,5
4765,Zona Clarissa,2,Hong Kong,5,2,1,2,2,2,3,2,1
4766,Heloise Finn,2,Zhejiang,3,5,2,2,3,3,3,3,3
4767,Mabel Landon,2,Beijing,2,5,5,4,3,3,2,3,4
4768,Meroy Pullan,2,Hong Kong,3,3,3,1,2,1,5,3,5
4769,Dominic Amelia,2,Hong Kong,3,3,3,5,3,3,3,4,2
4770,Cedric Raman,1,HK,3,4,5,2,2,3,5,3,3
4771,Mark Jerry,1,Hong Kong,3,3,2,5,2,2,2,1,1
4772,Geoffrey Jennings,1,Hong Kong,5,4,5,5,5,4,4,5,5
4773,Clement Faraday,1,Hong Kong,5,5,5,5,5,5,5,5,5
4774,Novia Carroll,2,HK,4,3,3,1,1,1,4,1,3
4775,Morton Camp,1,Hong Kong,4,2,2,5,3,4,2,4,3
4776,Tyler Tobias,1,Hong Kong,5,4,4,1,2,2,5,2,2
4777,Heloise Lou(ie),2,Macao,3,2,2,2,2,3,3,3,1
4778,Zheng Guiying,1,Hong Kong,3,3,4,1,2,2,3,2,2
4779,Andrea Newman,2,Hong Kong,3,4,2,2,1,3,2,1,2
4780,Tyler Barrett,1,Hong Kong,2,4,1,1,1,3,1,3,3
4781,Maud Leighton,2,Hong Kong,4,4,4,5,4,5,1,5,5
4782,Cathy Howard,2,Hong Kong,2,1,3,4,2,2,2,1,2
4783,Nora Zimmerman,2,Hong Kong,2,2,1,4,1,1,1,1,1
4784,Hugo Wyat(t),1,Hong Kong,4,4,4,4,4,4,4,4,4
4785,Len Jacob,1,Shanghai,3,5,2,2,3,3,3,3,3
4786,Rachel Lynd,2,Hong Kong,2,4,1,1,2,2,2,2,2
4787,Julius Lindberg(h),1,hk,4,4,4,4,4,4,4,4,4
4788,Fang Xuefeng,2,Hong Kong,2,4,1,1,2,2,2,2,2
4789,Byron Philip,1,Hong Kong,2,5,5,4,3,3,2,3,4
4790,Geng Yating,1,Hong Kong,3,3,4,5,5,5,1,5,4
4791,Sid Haggai,1,Hong Kong,3,4,3,3,3,3,5,3,3
4792,Buck Bob,1,Zhejiang,3,4,5,2,2,3,3,4,4
4793,Truda Partridge,2,Hong Kong,3,3,3,1,2,1,5,3,5
4794,May Peacock,2,HK,4,4,3,5,3,3,3,2,2
4795,Ruby Bauer,2,Hong Kong,5,4,5,5,5,4,4,5,5
4796,Bennett Elsie,1,hk,3,2,3,2,2,3,3,2,2
4797,Joy Jordan,2,hk,3,2,2,1,2,1,4,1,2
4798,Chloe Charley,2,Hong Kong,3,5,5,5,4,4,3,4,5
4799,Norman Bronte,1,Hong Kong,3,4,2,2,1,3,2,1,2
4800,Angela Harrison,2,Hong Kong,4,3,5,5,4,4,4,3,4
4801,Burke Bellamy,1,Hong Kong,3,4,4,5,3,3,3,2,2
4802,Mirabelle Joule,2,Hong Kong,4,2,4,5,2,2,2,2,2
4803,Jo Nelly,2,HK,1,3,1,1,1,1,1,1,1
4804,Zora Connor,2,hk,3,4,4,5,3,3,3,2,2
4805,Yvette Dan,2,Shenzhen,2,5,4,1,1,1,4,1,2
4806,Meng Qiang,1,Hong Kong,5,5,5,5,5,5,5,5,5
4807,Darlene Edmund,2,HK,2,4,2,1,1,2,1,1,1
4808,Rebecca Wyat(t),2,Shandong,4,4,4,2,3,2,5,4,5
4809,Hermosa Will,2,Hong Kong,4,4,3,5,3,3,3,2,2
4810,Tony Tuttle,1,HK,3,3,2,5,2,2,2,1,1
4811,Vera Lattimore,2,Hong Kong,2,3,1,1,1,2,1,1,1
4812,Joseph Lizzie,1,Hong Kong,3,4,5,5,5,5,1,5,4
4813,Xian Jian,2,Hong Kong,3,2,3,2,2,3,3,2,2
4814,Jack Kingsley,1,HK,3,3,3,5,2,3,3,1,3
4815,Shirley Isaac,2,Canton,3,5,3,2,2,3,2,2,2
4816,Ruby Occam,2,HK,3,3,2,5,2,2,2,1,1
4817,Ivy Woolf,2,hk,3,3,3,5,4,5,2,5,3
4818,Gao Yang,1,Hong Kong,2,4,2,1,1,2,1,1,1
4819,Lillian Gissing,2,Hong Kong,3,4,5,4,3,4,3,4,2
4820,Goya Kiyomori,1,hk,3,4,5,1,1,1,4,1,2
4821,Shen Zheng,2,Hong Kong,5,3,2,4,3,4,5,4,2
4822,Beck Graham,1,Hong Kong,4,5,3,4,3,3,5,4,2
4823,Harriet Owen,2,Hong Kong,2,5,5,4,3,3,2,3,4
4824,Winfred MacArthur,1,Hong Kong,4,3,4,3,3,4,4,3,3
4825,Bertha Copperfield,2,Hong Kong,5,4,3,5,3,3,3,4,4
4826,Janet Wood,2,Hong Kong,5,4,3,4,3,3,5,4,3
4827,Truman Wilson,1,Foshan,5,5,5,5,5,5,5,5,5
4828,Ed Yonng,1,Hong Kong,5,5,5,5,5,5,5,5,5
4829,Merry Yerkes,2,Hong Kong,1,2,1,1,1,1,3,1,1
4830,Michelle Sara(h),2,hk,3,3,3,3,2,3,3,3,3
4831,Todd More,1,Hong Kong,3,2,4,5,3,3,3,2,3
4832,Jenny Cissie,2,Hong Kong,3,2,3,2,2,3,3,2,2
4833,Egbert Lyly,1,Hong Kong,2,5,5,2,2,3,3,3,1
4834,Isaac London,1,Wulongmuqi,3,2,3,3,2,3,5,4,5
4835,Susanna Commons,2,Hunan,3,3,3,2,2,2,3,2,2
4836,Zi Yawen,2,Jiangsu,3,3,3,5,3,4,2,4,3
4837,Emily Bell,2,Hong Kong,4,4,4,4,4,4,4,4,4
4838,Leila Irving,2,Canton,2,5,5,4,3,3,2,3,4
4839,Truman Raleign,1,HK,3,3,3,1,2,1,5,3,5
4840,Elsa Onions,2,Hong Kong,1,3,1,1,1,1,1,1,1
4841,Nina Isaiah,2,Hong Kong,2,4,1,1,2,2,2,2,2
4842,Edwina Symons,2,Hong Kong,3,2,3,2,2,3,3,2,2
4843,Ina Chaucer,2,hk,5,5,5,5,5,5,4,5,5
4844,Hilda Funk,2,Hong Kong,4,3,4,3,3,4,4,3,3
4845,Marshall Benedict,1,Hong Kong,3,4,4,5,4,4,2,4,4
4846,Denise Wheatley,2,Hong Kong,3,4,2,2,1,3,2,1,2
4847,Orville Rose,1,Hong Kong,5,5,5,5,5,5,5,5,5
4848,Marico Wallace,1,Heilongjiang,2,4,4,4,3,4,2,4,3
4849,Julius Dodd,1,Hong Kong,5,4,4,3,2,3,3,3,2
4850,Patrick Rayleign,1,shenzhen,5,5,5,5,5,5,5,5,5
4851,Zebulon Tuttle,1,Canton,5,3,5,5,3,3,3,3,3
4852,Sigrid Swift,2,HK,3,5,2,2,3,3,3,3,3
4853,Arthur Fowler,1,Hubei,2,3,2,3,2,3,5,4,5
4854,Armand Cook,1,Shenzhen,3,5,5,5,3,4,5,4,3
4855,Dale Brooke,2,Hong Kong,4,3,5,5,4,4,4,3,4
4856,Brian Marner,1,Hong Kong,5,3,3,3,2,3,3,3,4
4857,Alma Jim,2,Hong Kong,5,5,5,5,5,5,5,5,5
4858,Han Yimu,2,Hong Kong,2,4,3,1,1,1,4,1,2
4859,Martin Gilbert,1,Wulongmuqi,5,5,5,5,5,5,5,5,5
4860,Joseph Wyld(e),1,Hong Kong,3,4,2,2,1,3,2,1,2
4861,Tab Leacock,1,Hong Kong,4,4,4,5,3,4,4,2,4
4862,Kyle Ferdinand,1,Hong Kong,5,3,3,4,3,4,2,4,3
4863,Wilbur Waters,1,hk,5,3,3,3,2,2,5,2,1
4864,Belinda Joan,2,Hong Kong,3,3,3,1,2,1,5,3,5
4865,Clare Hansen,1,Philippines,3,1,3,4,1,1,1,1,1
4866,Barret Herty,1,Vietnam,5,3,5,5,4,3,3,4,4
4867,Virginia Anne,2,Chongqing,3,3,3,5,5,5,1,5,5
4868,Zi Jiao,2,Hong Kong,2,3,2,2,2,2,4,2,2
4869,Arno Hansen,1,Hong Kong,5,5,5,5,5,5,5,5,5
4870,Peter Melville,1,Hong Kong,1,3,1,1,1,1,1,1,1
4871,Raymond Macaulay,1,hk,3,4,2,2,1,3,2,1,2
4872,Alger Gallacher,1,Hong Kong,3,5,2,2,3,3,3,3,3
4873,Norman Tate,1,Hong Kong,3,3,2,5,2,2,2,1,1
4874,Zhu Zhou,1,hk,2,4,4,5,5,5,5,5,5
4875,Norma Warner,2,Hong Kong,3,4,4,5,3,3,3,2,2
4876,Reginald Hope,1,HK,3,4,2,3,2,2,5,3,1
4877,Tang Lin,2,India,2,3,2,2,2,2,4,2,2
4878,Darlene Buck,2,Anhui,4,5,5,5,5,5,3,5,5
4879,Crystal Gold,2,Hong Kong,3,3,2,5,2,2,2,1,1
4880,Jessica Dickens,2,HK,2,3,2,2,2,2,4,2,2
4881,Stacey Watt,2,Hong Kong,3,4,5,3,2,3,3,3,2
4882,Zora Crane,2,Hong Kong,4,4,4,2,2,3,5,4,1
4883,Tobey Fred,2,Hong Kong,1,1,1,5,5,5,2,5,4
4884,Booth Ann,1,Thailand,3,4,2,3,2,2,5,3,1
4885,Cara Wilhelmina,2,Shenzhen,4,3,5,5,4,4,4,3,4
4886,Primo Geordie,1,Hong Kong,4,2,4,5,2,2,2,2,2
4887,Hugh IV.,1,Taiwan,4,2,4,5,2,2,2,2,2
4888,Jacob Wyld(e),1,Foshan,2,3,2,2,2,2,4,2,2
4889,Olga Winifred,2,Hong Kong,3,4,2,2,1,3,2,1,2
4890,Rupert Hume,1,Mongolia,3,4,4,5,4,4,2,4,4
4891,Richard Lew,1,Hong Kong,5,5,5,5,5,5,5,5,5
4892,Hedy Christian,2,Hong Kong,5,3,5,5,4,3,3,4,4
4893,Alger Hardy,1,HK,2,2,1,4,1,1,1,1,1
4894,Laurel Harrington,2,Hong Kong,5,3,2,1,2,2,5,2,2
4895,Leona Darwin,2,Hong Kong,3,4,2,2,1,3,2,1,2
4896,Linda Lucia,2,HK,5,4,5,5,5,4,4,5,5
4897,Ursula Bridges,2,Anhui,3,2,4,5,3,3,3,2,3
4898,Xaviera MacMillan,2,Hong Kong,2,4,1,1,2,2,2,2,2
4899,Jessie Clark(e),2,Hong Kong,3,3,3,5,3,3,5,4,3
4900,King Meredith,1,Hong Kong,2,1,2,1,1,2,2,1,1
4901,Penelope,2,Taiwan,4,4,3,5,3,3,3,2,2
4902,Eli Clare,1,Hong Kong,2,3,2,2,2,2,4,2,2
4903,Ed Yonng,1,Taiwan,2,5,5,4,4,4,3,5,2
4904,Guo Yu,2,shenzhen,3,2,4,5,3,3,3,2,3
4905,Song Fu,1,Hong Kong,2,5,5,1,2,2,3,2,2
4906,Truman Wilson,1,Hong Kong,5,3,5,5,3,3,3,3,3
4907,Alexia Hudson,2,hk,2,3,1,2,1,1,4,2,1
4908,Delia Noah,2,Hong Kong,2,5,4,5,5,5,1,5,5
4909,Booth Ann,1,Shanghai,2,4,2,1,1,2,1,1,1
4910,Griffith Andrew,1,Hong Kong,4,4,3,5,3,3,3,2,2
4911,Morton Camp,1,HK,2,4,1,1,1,3,1,3,3
4912,Abraham Ella,1,Heilongjiang,5,4,4,3,2,2,3,2,1
4913,Annabelle Beard,2,hk,3,4,4,5,4,4,2,4,4
4914,Genevieve Moore,2,hk,2,4,1,1,1,3,1,3,3
4915,Xanthe Harry,2,Hong Kong,5,4,3,1,1,1,4,1,2
4916,Yang Qiu,1,Hong Kong,3,4,4,5,4,4,2,4,4
4917,Colby Horatio,1,Hong Kong,5,3,5,5,3,3,3,3,3
4918,Irma Woolley,2,Hong Kong,3,2,3,2,2,3,3,2,2
